transaction_id,customer_id,product_id,product_price,emi_duration_months,monthly_emi,interest_rate,customer_income,customer_credit_score,existing_emi,max_affordable_emi,affordability_ratio,affordability_score,risk_level,approved,transaction_date
T00991,C0108,RT0404,1999.0,3,676.35,0.09,40368.19,825,2905.64,16672.77,0.0406,1.0,Low,True,2025-05-06
T00992,C0262,RT0369,180.0,36,5.81,0.1,24471.81,584,5458.82,7507.3,0.0008,1.0,Low,True,2026-02-01
T00993,C0398,RT0407,1999.0,3,676.35,0.09,15757.41,742,2963.44,4947.93,0.1367,1.0,Low,True,2025-05-21
T00994,C0274,RT0295,779.0,36,28.16,0.18,31378.25,748,4345.37,12347.2,0.0023,1.0,Low,True,2025-10-23
T00995,C0318,RT0370,199.0,12,17.5,0.1,30351.98,685,8379.21,8339.48,0.0021,1.0,Low,True,2026-02-08
T00996,C0215,RT0432,1499.0,6,256.43,0.09,37066.16,759,12704.79,7914.37,0.0324,1.0,Low,True,2025-09-04
T00997,C0135,RT0060,33990.0,12,2988.26,0.1,23173.53,675,3239.94,6563.63,0.4553,1.0,Low,True,2026-01-10
T00998,C0276,RT0106,8998.0,36,281.96,0.08,42842.53,822,22109.43,7637.68,0.0369,1.0,Low,True,2025-03-21
T00999,C0351,RT0024,2699.0,12,239.8,0.12,38967.82,755,7385.81,10752.37,0.0223,1.0,Low,True,2026-02-07
T01000,C0113,RT0324,799.0,18,50.98,0.18,55554.0,692,11813.27,14101.31,0.0036,1.0,Low,True,2025-05-10
T01001,C0208,RT0439,1099.0,12,96.11,0.09,53695.87,659,25598.87,11966.83,0.008,1.0,Low,True,2025-05-16
T01002,C0341,RT0128,6799.0,6,1159.75,0.08,44988.33,652,16800.35,14081.3,0.0824,1.0,Low,True,2025-12-01
T01003,C0282,RT0009,499.0,6,86.1,0.12,37698.97,640,15578.83,7377.03,0.0117,1.0,Low,True,2025-05-11
T01004,C0331,RT0282,679.0,9,81.22,0.18,43643.51,629,4537.83,17431.58,0.0047,1.0,Low,True,2025-09-29
T01005,C0278,RT0393,1219.0,9,141.15,0.1,65222.53,807,12547.62,17691.99,0.008,1.0,Low,True,2025-08-30
T01006,C0068,RT0320,1609.0,9,192.45,0.18,11380.21,579,2847.86,4120.86,0.0467,1.0,Low,True,2025-03-23
T01007,C0196,RT0358,999.0,12,87.83,0.1,20127.73,650,5670.69,5949.67,0.0148,1.0,Low,True,2025-09-25
T01008,C0080,RT0123,1999.0,6,340.98,0.08,16990.51,841,1549.34,7101.13,0.048,1.0,Low,True,2025-08-12
T01009,C0277,RT0288,699.0,12,64.08,0.18,49650.02,652,9502.85,19605.4,0.0033,1.0,Low,False,2025-09-09
T01010,C0468,RT0245,76990.0,9,8987.84,0.12,30658.27,758,9263.01,9550.3,0.9411,1.0294,Low,True,2025-10-19
T01011,C0243,RT0020,2499.0,24,117.64,0.12,29533.11,622,6872.36,7311.74,0.0161,1.0,Low,True,2026-02-11
T01012,C0466,RT0010,759.0,6,130.96,0.12,32140.09,645,2740.21,14567.28,0.009,1.0,Low,True,2026-03-07
T01013,C0477,RT0047,28490.0,12,2504.72,0.1,36967.08,758,12231.77,11835.69,0.2116,1.0,Low,True,2026-01-17
T01014,C0061,RT0162,3989.0,6,680.43,0.08,36651.48,726,6201.19,9847.0,0.0691,1.0,Low,True,2025-10-05
T01015,C0236,RT0125,10189.0,36,319.29,0.08,54267.59,771,6342.01,21365.04,0.0149,1.0,Low,True,2025-09-13
T01016,C0200,RT0370,199.0,24,9.18,0.1,61264.04,850,24470.39,17127.58,0.0005,1.0,Low,True,2025-08-09
T01017,C0269,RT0278,779.0,9,93.18,0.18,89738.32,632,20620.74,33284.79,0.0028,1.0,Low,True,2025-10-18
T01018,C0340,RT0435,540.0,9,62.27,0.09,22922.65,798,1642.57,8138.69,0.0077,1.0,Low,True,2025-07-13
T01019,C0143,RT0363,1159.0,18,69.61,0.1,79281.14,707,27494.03,15661.55,0.0044,1.0,Low,True,2026-01-18
T01020,C0041,RT0205,93499.0,12,8439.06,0.15,56171.25,850,8989.54,19662.09,0.4292,1.0,Low,True,2025-03-21
T01021,C0462,RT0226,40990.0,24,1929.54,0.12,97382.85,782,47686.04,20569.48,0.0938,1.0,Low,True,2025-11-27
T01022,C0175,RT0014,1499.0,3,509.69,0.12,43274.34,750,17393.15,8338.86,0.0611,1.0,Low,True,2025-05-29
T01023,C0252,RT0071,15990.0,12,1405.78,0.1,40271.02,683,9116.3,14925.27,0.0942,1.0,Low,True,2025-09-15
T01024,C0319,RT0243,39956.0,24,1880.87,0.12,35639.67,774,6168.55,11352.99,0.1657,1.0,Low,True,2025-08-22
T01025,C0462,RT0154,2149.0,3,725.91,0.08,97382.85,782,47686.04,20569.48,0.0353,1.0,Low,True,2025-10-15
T01026,C0129,RT0108,6890.0,36,215.91,0.08,16681.44,850,2082.87,7175.56,0.0301,1.0,Low,True,2025-10-04
T01027,C0146,RT0226,40990.0,9,4785.19,0.12,75192.69,759,29670.36,15701.71,0.3048,1.0,Low,True,2025-12-24
T01028,C0052,RT0079,5044.05,36,162.76,0.1,19652.76,724,11035.11,3503.28,0.0465,1.0,Low,True,2025-09-08
T01029,C0410,RT0290,899.0,9,107.53,0.18,120016.33,692,10095.53,44076.29,0.0024,1.0,Low,True,2025-06-06
T01030,C0126,RT0428,775.0,3,262.22,0.09,66989.57,577,20941.87,15070.86,0.0174,1.0,Low,True,2025-08-05
T01031,C0267,RT0240,49990.0,9,5835.85,0.12,45644.58,756,24070.23,9149.57,0.6378,1.1811,Low,True,2025-07-14
T01032,C0262,RT0415,3699.0,36,117.63,0.09,24471.81,584,5458.82,7507.3,0.0157,1.0,Low,True,2026-01-04
T01033,C0349,RT0293,6722.0,24,335.59,0.18,26804.44,734,6163.2,9602.03,0.0349,1.0,Low,False,2025-03-24
T01034,C0412,RT0238,28990.0,12,2575.73,0.12,31629.33,717,3921.18,11807.94,0.2181,1.0,Low,True,2025-06-08
T01035,C0006,RT0386,1159.0,3,392.79,0.1,56437.02,642,7583.79,16032.89,0.0245,1.0,Low,True,2025-04-11
T01036,C0266,RT0330,3699.0,6,634.61,0.1,25735.87,801,12970.5,5883.55,0.1079,1.0,Low,True,2025-08-26
T01037,C0183,RT0072,15490.0,6,2657.49,0.1,26745.34,665,4812.3,9259.16,0.287,1.0,Low,True,2025-11-21
T01038,C0119,RT0293,6722.0,6,1179.88,0.18,36599.49,675,4532.47,13905.62,0.0848,1.0,Low,True,2025-11-21
T01039,C0150,RT0015,298.0,24,14.03,0.12,14050.48,844,3440.26,4162.51,0.0034,1.0,Low,True,2025-07-31
T01040,C0294,RT0028,599.0,9,69.93,0.12,37352.99,795,8761.01,8861.31,0.0079,1.0,Low,True,2025-08-01
T01041,C0435,RT0169,9498.0,12,857.27,0.15,74031.64,600,4471.25,24672.72,0.0347,1.0,Low,True,2025-09-26
T01042,C0346,RT0012,990.0,6,170.82,0.12,39587.75,667,11248.32,9206.61,0.0186,1.0,Low,True,2025-10-28
T01043,C0391,RT0192,9498.0,12,857.27,0.15,29989.16,668,2719.26,13532.73,0.0633,1.0,Low,True,2026-01-31
T01044,C0137,RT0135,149.0,36,4.67,0.08,33791.22,694,7208.89,8511.9,0.0005,1.0,Low,True,2025-04-20
T01045,C0263,RT0174,93499.0,3,31948.72,0.15,41786.07,729,25244.92,6455.33,4.9492,0.2021,High,False,2025-12-01
T01046,C0220,RT0228,22990.0,12,2042.63,0.12,37265.13,744,3865.9,12612.65,0.162,1.0,Low,True,2025-03-13
T01047,C0057,RT0201,18535.0,36,642.52,0.15,41351.39,751,920.17,14851.23,0.0433,1.0,Low,True,2026-01-22
T01048,C0220,RT0309,1609.0,12,147.51,0.18,37265.13,744,3865.9,12612.65,0.0117,1.0,Low,True,2025-07-28
T01049,C0108,RT0260,299.0,9,35.76,0.18,40368.19,825,2905.64,16672.77,0.0021,1.0,Low,False,2025-12-09
T01050,C0003,RT0023,2799.0,9,326.76,0.12,75570.74,705,5939.21,21795.39,0.015,1.0,Low,True,2025-10-15
T01051,C0041,RT0327,3699.0,36,119.36,0.1,56171.25,850,8989.54,19662.09,0.0061,1.0,Low,True,2025-09-05
T01052,C0405,RT0298,699.0,12,64.08,0.18,23929.3,549,5933.76,7987.3,0.008,1.0,Low,True,2025-08-15
T01053,C0378,RT0381,569.0,3,192.84,0.1,25214.33,594,14960.56,4112.83,0.0469,1.0,Low,False,2025-11-02
T01054,C0215,RT0378,249.0,24,11.49,0.1,37066.16,759,12704.79,7914.37,0.0015,1.0,Low,True,2025-12-07
T01055,C0147,RT0119,7889.0,18,466.56,0.08,23870.42,711,5223.8,8002.42,0.0583,1.0,Low,True,2026-02-23
T01056,C0500,RT0186,93499.0,9,11048.83,0.15,21883.44,699,7347.97,6695.53,1.6502,0.606,Medium,True,2025-07-26
T01057,C0277,RT0351,3699.0,12,325.2,0.1,49650.02,652,9502.85,19605.4,0.0166,1.0,Low,True,2026-03-03
T01058,C0339,RT0258,449.0,12,41.16,0.18,80412.06,811,5710.9,27768.24,0.0015,1.0,Low,True,2025-08-15
T01059,C0043,RT0225,75990.0,36,2523.96,0.12,18767.53,794,3283.87,7648.66,0.33,1.0,Low,True,2025-03-15
T01060,C0270,RT0423,529.0,24,24.17,0.09,25753.04,821,6428.22,8473.39,0.0029,1.0,Low,False,2026-03-02
T01061,C0257,RT0250,85990.0,24,4047.85,0.12,32373.65,714,20130.65,5775.67,0.7008,1.1496,Low,True,2025-03-25
T01062,C0405,RT0347,1299.0,3,440.24,0.1,23929.3,549,5933.76,7987.3,0.0551,1.0,Low,True,2025-04-09
T01063,C0112,RT0424,899.0,36,28.59,0.09,12738.97,679,3881.8,2954.08,0.0097,1.0,Low,True,2025-09-19
T01064,C0427,RT0016,1899.0,3,645.7,0.12,28584.52,850,4931.17,9352.46,0.069,1.0,Low,False,2025-05-28
T01065,C0134,RT0106,8998.0,3,3039.41,0.08,48253.35,659,9115.35,19378.08,0.1568,1.0,Low,True,2025-04-15
T01066,C0242,RT0261,269.0,18,17.16,0.18,23524.07,798,6859.33,7237.43,0.0024,1.0,Low,True,2025-08-06
T01067,C0470,RT0263,258.0,12,23.65,0.18,86244.6,606,49464.94,16448.12,0.0014,1.0,Low,True,2026-02-12
T01068,C0449,RT0195,102900.0,9,12159.75,0.15,58185.66,805,24264.29,13155.59,0.9243,1.0378,Low,True,2025-06-20
T01069,C0122,RT0159,1587.0,36,49.73,0.08,13959.96,821,7013.42,3030.25,0.0164,1.0,Low,True,2025-07-28
T01070,C0020,RT0251,699.0,3,240.02,0.18,24688.91,816,2263.33,7986.97,0.0301,1.0,Low,True,2025-07-16
T01071,C0470,RT0112,31990.0,6,5456.76,0.08,86244.6,606,49464.94,16448.12,0.3318,1.0,Low,True,2025-08-13
T01072,C0195,RT0193,29999.0,18,1871.48,0.15,34418.48,574,3608.02,13938.05,0.1343,1.0,Low,True,2025-06-03
T01073,C0311,RT0088,62990.0,6,10806.65,0.1,23661.72,676,4867.09,8387.99,1.2883,0.7762,Low,True,2026-02-12
T01074,C0427,RT0381,569.0,9,65.89,0.1,28584.52,850,4931.17,9352.46,0.007,1.0,Low,True,2025-05-04
T01075,C0308,RT0402,1299.0,36,41.31,0.09,42960.47,697,6866.05,14886.7,0.0028,1.0,Low,True,2025-08-03
T01076,C0033,RT0296,899.0,36,32.5,0.18,56942.65,765,17376.75,19707.82,0.0016,1.0,Low,True,2025-08-30
T01077,C0346,RT0127,33582.65,3,11343.8,0.08,39587.75,667,11248.32,9206.61,1.2321,0.8116,Low,True,2025-09-08
T01078,C0131,RT0096,3999.0,24,180.86,0.08,49245.29,762,9041.56,18134.06,0.01,1.0,Low,True,2025-08-13
T01079,C0336,RT0313,1177.0,36,42.55,0.18,64275.04,784,19839.11,18833.48,0.0023,1.0,Low,True,2026-01-14
T01080,C0107,RT0150,1649.0,36,51.67,0.08,86143.65,703,28658.96,20207.97,0.0026,1.0,Low,True,2025-08-29
T01081,C0272,RT0263,258.0,12,23.65,0.18,49460.88,656,14785.65,10636.12,0.0022,1.0,Low,True,2026-03-02
T01082,C0471,RT0321,489.0,24,24.41,0.18,46380.17,782,7238.28,16334.71,0.0015,1.0,Low,True,2025-10-03
T01083,C0018,RT0312,1289.0,24,64.35,0.18,66738.37,642,32340.73,15218.75,0.0042,1.0,Low,True,2025-12-26
T01084,C0465,RT0024,2699.0,18,164.59,0.12,48637.84,769,32173.23,5713.32,0.0288,1.0,Low,True,2026-02-04
T01085,C0090,RT0164,102900.0,24,4989.28,0.15,25544.82,668,7037.36,5874.22,0.8494,1.0753,Low,True,2025-11-07
T01086,C0107,RT0068,36490.0,36,1177.43,0.1,86143.65,703,28658.96,20207.97,0.0583,1.0,Low,True,2025-11-03
T01087,C0247,RT0388,199.0,6,34.14,0.1,47845.78,731,6456.3,17242.24,0.002,1.0,Low,True,2025-06-25
T01088,C0439,RT0044,850.0,12,75.52,0.12,16922.78,642,4948.08,5878.78,0.0128,1.0,Low,True,2025-06-09
T01089,C0281,RT0318,849.0,12,77.84,0.18,20633.94,750,2782.59,8380.8,0.0093,1.0,Low,True,2025-07-22
T01090,C0102,RT0108,6890.0,36,215.91,0.08,35857.41,734,4791.83,10205.01,0.0212,1.0,Low,True,2025-04-29
T01091,C0114,RT0089,5398.0,24,244.14,0.08,34014.49,684,8509.31,10281.63,0.0237,1.0,Low,True,2025-08-14
T01092,C0345,RT0180,18695.0,18,1166.28,0.15,16506.37,694,5416.7,5001.74,0.2332,1.0,Low,True,2026-01-25
T01093,C0121,RT0112,31990.0,6,5456.76,0.08,15951.38,731,3091.86,4518.26,1.2077,0.828,Low,True,2025-12-28
T01094,C0360,RT0166,7789.0,18,485.92,0.15,15271.26,635,4129.11,3924.63,0.1238,1.0,Low,True,2025-09-25
T01095,C0228,RT0188,7789.0,9,920.43,0.15,48721.02,758,17928.19,9459.67,0.0973,1.0,Low,True,2026-01-01
T01096,C0021,RT0117,3128.45,9,359.3,0.08,32476.39,737,9592.51,10760.62,0.0334,1.0,Low,True,2025-12-19
T01097,C0413,RT0328,1699.0,18,102.04,0.1,54234.05,607,21695.84,11386.71,0.009,1.0,Low,True,2025-11-04
T01098,C0347,RT0433,1380.0,6,236.08,0.09,45160.93,754,8156.25,11264.71,0.021,1.0,Low,True,2025-07-08
T01099,C0458,RT0360,3501.0,3,1186.5,0.1,28841.88,700,13285.7,5154.57,0.2302,1.0,Low,True,2025-08-26
T01100,C0400,RT0146,25499.59,12,2218.17,0.08,25059.5,609,12939.92,5450.44,0.407,1.0,Low,True,2026-01-08
T01101,C0285,RT0157,2399.0,3,810.35,0.08,30338.87,714,23840.21,2056.53,0.394,1.0,Low,True,2026-02-27
T01102,C0167,RT0312,1289.0,12,118.18,0.18,38431.6,773,4182.62,16542.87,0.0071,1.0,Low,True,2026-02-07
T01103,C0137,RT0004,699.0,3,237.68,0.12,33791.22,694,7208.89,8511.9,0.0279,1.0,Low,True,2025-10-08
T01104,C0239,RT0429,549.0,9,63.31,0.09,51503.97,739,14190.95,12367.58,0.0051,1.0,Low,True,2025-07-25
T01105,C0421,RT0252,849.0,9,101.55,0.18,24620.0,674,2506.14,6887.99,0.0147,1.0,Low,True,2025-10-02
T01106,C0190,RT0089,5398.0,9,619.95,0.08,52382.33,773,26027.26,12241.52,0.0506,1.0,Low,True,2025-08-10
T01107,C0208,RT0274,379.0,18,24.18,0.18,53695.87,659,25598.87,11966.83,0.002,1.0,Low,True,2025-10-08
T01108,C0345,RT0202,8249.0,18,514.61,0.15,16506.37,694,5416.7,5001.74,0.1029,1.0,Low,True,2026-01-21
T01109,C0144,RT0316,899.0,36,32.5,0.18,22237.63,754,7139.09,4592.81,0.0071,1.0,Low,True,2026-02-05
T01110,C0316,RT0377,599.0,9,69.36,0.1,11800.87,673,2190.25,3638.78,0.0191,1.0,Low,True,2025-09-22
T01111,C0228,RT0289,1429.0,6,250.83,0.18,48721.02,758,17928.19,9459.67,0.0265,1.0,Low,True,2025-04-16
T01112,C0465,RT0203,24998.0,24,1212.07,0.15,48637.84,769,32173.23,5713.32,0.2121,1.0,Low,True,2025-05-04
T01113,C0447,RT0058,32999.0,9,3821.02,0.1,39659.86,650,14567.7,11092.5,0.3445,1.0,Low,True,2026-02-27
T01114,C0330,RT0072,15490.0,24,714.78,0.1,96333.46,761,39922.33,24796.45,0.0288,1.0,Low,True,2025-10-16
T01115,C0089,RT0361,5999.0,6,1029.2,0.1,73884.04,633,30732.13,18062.87,0.057,1.0,Low,True,2025-09-03
T01116,C0006,RT0310,2249.0,12,206.19,0.18,56437.02,642,7583.79,16032.89,0.0129,1.0,Low,True,2025-04-01
T01117,C0429,RT0017,1699.0,18,103.61,0.12,21055.05,711,7490.32,4927.95,0.021,1.0,Low,True,2025-07-29
T01118,C0382,RT0433,1380.0,3,466.92,0.09,31438.98,582,4979.34,9169.47,0.0509,1.0,Low,True,2025-10-13
T01119,C0002,RT0181,9599.0,9,1134.32,0.15,60189.77,662,33121.41,11432.88,0.0992,1.0,Low,True,2025-05-18
T01120,C0143,RT0208,60490.0,36,2009.13,0.12,79281.14,707,27494.03,15661.55,0.1283,1.0,Low,False,2025-04-06
T01121,C0015,RT0073,11490.0,6,1971.24,0.1,16725.14,615,4638.02,4450.64,0.4429,1.0,Low,True,2025-08-17
T01122,C0054,RT0438,425.0,3,143.8,0.09,36255.71,589,21205.92,4975.04,0.0289,1.0,Low,True,2025-03-15
T01123,C0221,RT0415,3699.0,9,426.57,0.09,32305.41,778,11916.32,8276.58,0.0515,1.0,Low,True,2025-04-13
T01124,C0490,RT0294,68378.0,9,8178.68,0.18,34558.19,631,6995.2,8385.49,0.9753,1.0123,Low,True,2025-06-17
T01125,C0413,RT0013,319.0,36,10.6,0.12,54234.05,607,21695.84,11386.71,0.0009,1.0,Low,True,2026-02-09
T01126,C0406,RT0312,1289.0,12,118.18,0.18,30226.21,850,15119.07,7462.38,0.0158,1.0,Low,True,2025-09-05
T01127,C0248,RT0247,15990.0,36,531.1,0.12,84769.77,673,40102.67,13474.45,0.0394,1.0,Low,True,2025-12-23
T01128,C0247,RT0055,31390.0,36,1012.87,0.1,47845.78,731,6456.3,17242.24,0.0587,1.0,Low,True,2026-03-09
T01129,C0308,RT0150,1649.0,9,189.38,0.08,42960.47,697,6866.05,14886.7,0.0127,1.0,Low,True,2025-05-29
T01130,C0379,RT0138,1892.0,18,111.89,0.08,33165.83,779,12345.14,9661.85,0.0116,1.0,Low,True,2025-10-30
T01131,C0350,RT0176,18498.0,36,641.24,0.15,27455.86,692,13520.43,5773.75,0.1111,1.0,Low,False,2025-08-30
T01132,C0324,RT0393,1219.0,3,413.12,0.1,49149.0,784,7177.57,16179.87,0.0255,1.0,Low,True,2026-03-12
T01133,C0398,RT0311,1754.0,9,209.8,0.18,15757.41,742,2963.44,4947.93,0.0424,1.0,Low,True,2026-01-04
T01134,C0058,RT0193,29999.0,18,1871.48,0.15,16228.06,653,8645.39,2989.96,0.6259,1.187,Low,True,2025-07-14
T01135,C0458,RT0320,1609.0,12,147.51,0.18,28841.88,700,13285.7,5154.57,0.0286,1.0,Low,True,2026-03-05
T01136,C0208,RT0267,299.0,9,35.76,0.18,53695.87,659,25598.87,11966.83,0.003,1.0,Low,True,2026-02-24
T01137,C0005,RT0011,649.0,36,21.56,0.12,40313.1,593,10997.75,9313.44,0.0023,1.0,Low,True,2025-04-25
T01138,C0173,RT0161,6589.0,6,1123.93,0.08,44438.66,627,9547.89,11687.58,0.0962,1.0,Low,True,2025-09-15
T01139,C0452,RT0065,34790.0,6,5968.62,0.1,59915.06,689,23130.75,12835.19,0.465,1.0,Low,True,2025-04-01
T01140,C0312,RT0194,15499.0,24,751.49,0.15,72056.43,817,17467.56,25378.06,0.0296,1.0,Low,True,2025-05-11
T01141,C0398,RT0386,1159.0,3,392.79,0.1,15757.41,742,2963.44,4947.93,0.0794,1.0,Low,True,2025-10-17
T01142,C0162,RT0310,2249.0,3,772.27,0.18,20843.56,593,861.19,6895.18,0.112,1.0,Low,True,2025-08-30
T01143,C0441,RT0007,1449.0,12,128.74,0.12,60051.77,626,20668.47,14130.07,0.0091,1.0,Low,False,2025-05-31
T01144,C0166,RT0179,24998.0,18,1559.49,0.15,38081.99,693,3242.06,16180.38,0.0964,1.0,Low,True,2025-09-23
T01145,C0085,RT0439,1099.0,24,50.21,0.09,37840.76,658,14315.26,10672.45,0.0047,1.0,Low,True,2025-09-27
T01146,C0481,RT0162,3989.0,18,235.91,0.08,35618.79,655,5281.01,10010.92,0.0236,1.0,Low,True,2026-01-02
T01147,C0054,RT0339,3299.0,6,565.98,0.1,36255.71,589,21205.92,4975.04,0.1138,1.0,Low,True,2025-04-28
T01148,C0009,RT0259,199.0,6,34.93,0.18,35670.77,490,20394.39,7355.78,0.0047,1.0,Low,True,2025-08-06
T01149,C0442,RT0216,49990.0,24,2353.2,0.12,62439.94,733,47239.91,7262.58,0.324,1.0,Low,True,2025-10-10
T01150,C0425,RT0220,22995.0,6,3967.75,0.12,28603.79,692,4878.35,10819.03,0.3667,1.0,Low,True,2025-05-05
T01151,C0442,RT0232,11990.0,12,1065.3,0.12,62439.94,733,47239.91,7262.58,0.1467,1.0,Low,True,2025-07-07
T01152,C0075,RT0423,529.0,24,24.17,0.09,35638.53,709,5157.27,9993.93,0.0024,1.0,Low,True,2026-02-09
T01153,C0460,RT0223,42800.0,18,2610.03,0.12,46563.74,723,5757.15,14703.32,0.1775,1.0,Low,False,2025-09-21
T01154,C0400,RT0416,1999.0,18,119.14,0.09,25059.5,609,12939.92,5450.44,0.0219,1.0,Low,True,2026-01-28
T01155,C0211,RT0238,28990.0,36,962.88,0.12,73966.98,777,43114.43,14080.02,0.0684,1.0,Low,True,2026-02-09
T01156,C0103,RT0064,30990.0,6,5316.69,0.1,32516.99,716,1336.9,11829.25,0.4495,1.0,Low,True,2025-03-19
T01157,C0164,RT0374,1699.0,18,102.04,0.1,89837.02,772,3053.44,27115.93,0.0038,1.0,Low,True,2026-01-30
T01158,C0218,RT0379,314.0,24,14.49,0.1,25056.42,704,6693.86,6970.44,0.0021,1.0,Low,True,2025-11-28
T01159,C0387,RT0392,749.0,12,65.85,0.1,45806.67,725,5342.82,12769.23,0.0052,1.0,Low,True,2025-07-24
T01160,C0137,RT0012,990.0,6,170.82,0.12,33791.22,694,7208.89,8511.9,0.0201,1.0,Low,True,2026-02-06
T01161,C0123,RT0158,3299.0,18,195.1,0.08,32457.39,625,15657.77,7167.23,0.0272,1.0,Low,True,2025-07-20
T01162,C0213,RT0159,1587.0,3,536.07,0.08,42760.6,749,5348.82,15770.95,0.034,1.0,Low,True,2025-11-22
T01163,C0455,RT0124,12999.0,9,1492.9,0.08,41955.47,811,18396.1,8728.65,0.171,1.0,Low,True,2025-03-13
T01164,C0021,RT0229,54990.0,12,4885.79,0.12,32476.39,737,9592.51,10760.62,0.454,1.0,Low,False,2025-09-25
T01165,C0438,RT0036,8259.0,12,733.8,0.12,33876.43,664,4729.67,9476.45,0.0774,1.0,Low,True,2025-11-01
T01166,C0353,RT0125,10189.0,36,319.29,0.08,39275.13,714,4421.14,11640.45,0.0274,1.0,Low,True,2025-04-30
T01167,C0352,RT0238,28990.0,3,9857.24,0.12,32693.01,850,15473.11,5379.64,1.8323,0.5458,Medium,False,2025-06-27
T01168,C0454,RT0238,28990.0,18,1767.87,0.12,28399.62,709,3113.91,9353.76,0.189,1.0,Low,True,2026-02-07
T01169,C0294,RT0013,319.0,24,15.02,0.12,37352.99,795,8761.01,8861.31,0.0017,1.0,Low,True,2025-04-05
T01170,C0002,RT0010,759.0,36,25.21,0.12,60189.77,662,33121.41,11432.88,0.0022,1.0,Low,True,2025-10-11
T01171,C0166,RT0299,1799.0,18,114.79,0.18,38081.99,693,3242.06,16180.38,0.0071,1.0,Low,True,2026-02-22
T01172,C0352,RT0050,33990.0,9,3935.77,0.1,32693.01,850,15473.11,5379.64,0.7316,1.1342,Low,True,2025-04-18
T01173,C0061,RT0252,849.0,9,101.55,0.18,36651.48,726,6201.19,9847.0,0.0103,1.0,Low,True,2025-03-31
T01174,C0163,RT0097,3289.0,24,148.75,0.08,21852.9,734,7219.9,5731.17,0.026,1.0,Low,True,2025-10-12
T01175,C0342,RT0130,339.0,6,57.83,0.08,36716.15,591,2980.32,15611.07,0.0037,1.0,Low,True,2025-05-22
T01176,C0303,RT0054,30990.0,24,1430.03,0.1,38287.43,764,6561.49,14762.41,0.0969,1.0,Low,True,2025-07-20
T01177,C0017,RT0028,599.0,6,103.36,0.12,19565.53,741,4956.04,4855.11,0.0213,1.0,Low,True,2025-06-10
T01178,C0101,RT0058,32999.0,12,2901.14,0.1,38717.7,767,7343.22,11875.2,0.2443,1.0,Low,True,2025-08-22
T01179,C0241,RT0142,1889.0,12,164.32,0.08,14941.27,617,828.58,4426.74,0.0371,1.0,Low,True,2025-12-15
T01180,C0409,RT0013,319.0,36,10.6,0.12,28691.84,631,8964.98,5965.42,0.0018,1.0,Low,True,2025-03-28
T01181,C0455,RT0062,40490.0,36,1306.5,0.1,41955.47,811,18396.1,8728.65,0.1497,1.0,Low,True,2025-08-19
T01182,C0043,RT0057,24990.0,3,8469.22,0.1,18767.53,794,3283.87,7648.66,1.1073,0.9031,Low,True,2025-10-10
T01183,C0230,RT0318,849.0,18,54.17,0.18,58626.44,820,4732.56,19742.03,0.0027,1.0,Low,True,2026-02-03
T01184,C0207,RT0040,1799.0,6,310.41,0.12,8024.41,844,4734.57,1528.16,0.2031,1.0,Low,True,2025-06-11
T01185,C0260,RT0383,1249.0,3,423.29,0.1,16922.34,850,2885.07,6182.43,0.0685,1.0,Low,True,2025-10-26
T01186,C0202,RT0290,899.0,3,308.7,0.18,59981.01,775,7939.9,23985.1,0.0129,1.0,Low,True,2025-12-22
T01187,C0377,RT0197,7999.0,36,277.29,0.15,61857.34,626,6231.07,18237.12,0.0152,1.0,Low,True,2025-06-08
T01188,C0200,RT0214,52742.0,3,17933.45,0.12,61264.04,850,24470.39,17127.58,1.0471,0.9551,Low,True,2025-07-10
T01189,C0390,RT0435,540.0,24,24.67,0.09,23528.51,733,3268.57,6239.3,0.004,1.0,Low,True,2025-11-25
T01190,C0003,RT0137,3119.0,24,141.06,0.08,75570.74,705,5939.21,21795.39,0.0065,1.0,Low,True,2025-08-30
T01191,C0349,RT0280,249.0,36,9.0,0.18,26804.44,734,6163.2,9602.03,0.0009,1.0,Low,True,2025-10-21
T01192,C0244,RT0148,44599.36,18,2637.62,0.08,37749.85,625,3841.56,11993.59,0.2199,1.0,Low,True,2026-02-04
T01193,C0238,RT0089,5398.0,36,169.15,0.08,37948.47,694,3298.18,14181.88,0.0119,1.0,Low,True,2025-10-09
T01194,C0469,RT0403,2999.0,18,178.73,0.09,65943.69,651,18716.11,18249.37,0.0098,1.0,Low,True,2026-01-05
T01195,C0197,RT0347,1299.0,3,440.24,0.1,102440.9,497,20396.2,34797.79,0.0127,1.0,Low,True,2025-12-08
T01196,C0074,RT0123,1999.0,36,62.64,0.08,87758.45,748,4353.88,29933.33,0.0021,1.0,Low,True,2026-02-22
T01197,C0326,RT0315,899.0,6,157.8,0.18,50600.86,746,7532.33,18747.59,0.0084,1.0,Low,True,2026-02-12
T01198,C0458,RT0126,1649.0,36,51.67,0.08,28841.88,700,13285.7,5154.57,0.01,1.0,Low,True,2025-11-17
T01199,C0056,RT0096,3999.0,3,1350.81,0.08,34806.02,760,1709.89,12071.34,0.1119,1.0,Low,True,2025-09-01
T01200,C0271,RT0171,15557.0,9,1838.38,0.15,20175.06,747,5165.22,6949.38,0.2645,1.0,Low,True,2025-12-07
